Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,s-and-g-classic-crewneck-sweatshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587673602-s-g-classic-sweatshirts-navy-blue-2.webp,3,S & G Classic Crewneck Sweatshirt - view 3,,,,,,,,,,,,,,,,,,
,s-and-g-classic-crewneck-sweatshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587677907-s-g-classic-sweatshirts-navy-blue-4.webp,4,S & G Classic Crewneck Sweatshirt - view 4,,,,,,,,,,,,,,,,,,
,s-and-g-classic-crewneck-sweatshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587727255-s-g-classic-sweatshirts-white-14.webp,5,S & G Classic Crewneck Sweatshirt - view 5,,,,,,,,,,,,,,,,,,
,s-and-g-classic-crewneck-sweatshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587713041-s-g-classic-sweatshirts-white-3.webp,6,S & G Classic Crewneck Sweatshirt - view 6,,,,,,,,,,,,,,,,,,
,s-and-g-classic-crewneck-sweatshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587718865-s-g-classic-sweatshirts-white-8.webp,7,S & G Classic Crewneck Sweatshirt - view 7,,,,,,,,,,,,,,,,,,
,s-and-g-classic-crewneck-sweatshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587720203-s-g-classic-sweatshirts-white-9.webp,8,S & G Classic Crewneck Sweatshirt - view 8,,,,,,,,,,,,,,,,,,
,s-and-g-classic-crewneck-sweatshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587716066-s-g-classic-sweatshirts-white-5.webp,9,S & G Classic Crewneck Sweatshirt - view 9,,,,,,,,,,,,,,,,,,
,s-and-g-classic-crewneck-sweatshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587717623-s-g-classic-sweatshirts-white-7.webp,10,S & G Classic Crewneck Sweatshirt - view 10,,,,,,,,,,,,,,,,,,
,s-and-g-classic-crewneck-sweatshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587721736-s-g-classic-sweatshirts-white-10.webp,11,S & G Classic Crewneck Sweatshirt - view 11,,,,,,,,,,,,,,,,,,
,s-and-g-classic-crewneck-sweatshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587723432-s-g-classic-sweatshirts-white-12.webp,12,S & G Classic Crewneck Sweatshirt - view 12,,,,,,,,,,,,,,,,,,
,s-and-g-classic-crewneck-sweatshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587725147-s-g-classic-sweatshirts-white-13.webp,13,S & G Classic Crewneck Sweatshirt - view 13,,,,,,,,,,,,,,,,,,
,s-and-g-classic-crewneck-sweatshirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587735780-s-g-classic-sweatshirts-white-16.webp,14,S & G Classic Crewneck Sweatshirt - view 14,,,,,,,,,,,,,,,,,,
Test product,test-product,Test product,Solomon & Sage,Apparel & Accessories > Clothing,Dresses,,TRUE,active,LK,,Size,S,,Color,Onyx,,,,,0.80,,,TRUE,,,,,,shopify,1,DENY,,g,TRUE,manual,https://d3o8u8o2i2q94t.cloudfront.net/products/1782380586681-2o5a0124--1-.webp,1,Test product,https://d3o8u8o2i2q94t.cloudfront.net/products/1782380586681-2o5a0124--1-.webp,FALSE,Test product | Solomon & Sage,Test product,Onyx,Apparel & Accessories > Clothing,,,,,,new,,,,,,
,test-product,,,,,,,,LK2,,,M,,,Onyx,,,,,0.80,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1782380586681-2o5a0124--1-.webp,FALSE,,,,,,,,,,,,,,,,
Vintage S&G Classic Work Crochet Bag,vintage-sandg-classic-work-crochet-bag,"the perfect work-to-weekend bag. This lightweight, hand-crocheted tote is crafted and lined with materials and fitted with a trio of pockets. Ideal for Casual Fridays and any adventures that follow",Solomon & Sage,Apparel & Accessories > Clothing,Accessories,,TRUE,active,CRO-WHMU-01-copy,,Size,One Size,,Color,White/Multi,,,,,85.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,https://d3o8u8o2i2q94t.cloudfront.net/products/1776636642605-3.webp,1,Vintage S&G Classic Work Crochet Bag,https://d3o8u8o2i2q94t.cloudfront.net/products/1776636642605-3.webp,FALSE,Vintage S&G Classic Work Crochet Bag | Solomon & Sage,"the perfect work-to-weekend bag. This lightweight, hand-crocheted tote is crafted and lined with materials and fitted with a trio of pockets. Ideal for Casual F",White/Multi,Apparel & Accessories > Clothing,,,,,,new,,,,,,
,vintage-sandg-classic-work-crochet-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776636631264-1.webp,2,Vintage S&G Classic Work Crochet Bag - view 2,,,,,,,,,,,,,,,,,,
,vintage-sandg-classic-work-crochet-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776636638667-render--4-.webp,3,Vintage S&G Classic Work Crochet Bag - view 3,,,,,,,,,,,,,,,,,,
,vintage-sandg-classic-work-crochet-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776636639385-2.webp,4,Vintage S&G Classic Work Crochet Bag - view 4,,,,,,,,,,,,,,,,,,
,vintage-sandg-classic-work-crochet-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776636641774-render--2-.webp,5,Vintage S&G Classic Work Crochet Bag - view 5,,,,,,,,,,,,,,,,,,
,vintage-sandg-classic-work-crochet-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776636644194-4.webp,6,Vintage S&G Classic Work Crochet Bag - view 6,,,,,,,,,,,,,,,,,,
,vintage-sandg-classic-work-crochet-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776636645770-5.webp,7,Vintage S&G Classic Work Crochet Bag - view 7,,,,,,,,,,,,,,,,,,
,vintage-sandg-classic-work-crochet-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776636647126-6.webp,8,Vintage S&G Classic Work Crochet Bag - view 8,,,,,,,,,,,,,,,,,,
,vintage-sandg-classic-work-crochet-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776636648555-7.webp,9,Vintage S&G Classic Work Crochet Bag - view 9,,,,,,,,,,,,,,,,,,
,vintage-sandg-classic-work-crochet-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776636650899-8.webp,10,Vintage S&G Classic Work Crochet Bag - view 10,,,,,,,,,,,,,,,,,,
,vintage-sandg-classic-work-crochet-bag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776636652453-9.webp,11,Vintage S&G Classic Work Crochet Bag - view 11,,,,,,,,,,,,,,,,,,
Women's Button Down Satin Silk Shirt,womens-button-down-satin-silk-shirt,"Effortlessly elevated, this luxurious satin shirt brings a soft, lustrous finish to your everyday rotation. Cut from smooth 100% silk that drapes beautifully against the body, the easy silhouette transitions seamlessly from office to evening. Pair with tailored trousers for a polished workday look, or knot at the waist over denim for relaxed weekend ease.",Solomon & Sage,Apparel & Accessories > Clothing,Tops,,TRUE,active,SAT-BP-XS,,Size,XS,,Color,Baby Pink,,,,,62.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587443821-satin-shirt-baby-pink-13.webp,1,Women's Button Down Satin Silk Shirt,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587443821-satin-shirt-baby-pink-13.webp,FALSE,Women's Button Down Satin Silk Shirt | Solomon & Sage,"Effortlessly elevated, this luxurious satin shirt brings a soft, lustrous finish to your everyday rotation. Cut from smooth 100% silk that drapes beautifully ag",Baby Pink; Black; Green,Apparel & Accessories > Clothing,,,,,,new,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,SAT-BK-XS,,,XS,,,Black,,,,,62.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587535140-satin-shirt-black-13.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,SAT-GR-XS,,,XS,,,Green,,,,,62.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587581573-satin-shirt-green-1.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,SS-BABY-S,810221391012,,S,,,Baby Pink,,,,,62.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587443821-satin-shirt-baby-pink-13.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,SS-BLAC-S,810221391111,,S,,,Black,,,,,62.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587535140-satin-shirt-black-13.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,SS-GREE-S,810221391067,,S,,,Green,,,,,62.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587581573-satin-shirt-green-1.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,SS-BABY-M,810221391029,,M,,,Baby Pink,,,,,62.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587443821-satin-shirt-baby-pink-13.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,SS-BLAC-M,810221391128,,M,,,Black,,,,,62.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587535140-satin-shirt-black-13.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,SS-GREE-M,810221391074,,M,,,Green,,,,,62.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587581573-satin-shirt-green-1.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,SS-BABY-L,810221391036,,L,,,Baby Pink,,,,,62.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587443821-satin-shirt-baby-pink-13.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,SS-BLAC-L,810221391135,,L,,,Black,,,,,62.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587535140-satin-shirt-black-13.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,SS-GREE-L,810221391081,,L,,,Green,,,,,62.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587581573-satin-shirt-green-1.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,SS-BABY-XL,810221391043,,XL,,,Baby Pink,,,,,62.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587443821-satin-shirt-baby-pink-13.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,SS-BLAC-XL,810221391142,,XL,,,Black,,,,,62.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587535140-satin-shirt-black-13.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,SS-GREE-XL,810221391098,,XL,,,Green,,,,,62.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587581573-satin-shirt-green-1.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587454926-satin-shirt-baby-pink-31.webp,2,Women's Button Down Satin Silk Shirt - view 2,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587434320-satin-shirt-baby-pink-4.webp,3,Women's Button Down Satin Silk Shirt - view 3,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587449240-satin-shirt-baby-pink-18.webp,4,Women's Button Down Satin Silk Shirt - view 4,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587440238-satin-shirt-baby-pink-11.webp,5,Women's Button Down Satin Silk Shirt - view 5,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587442128-satin-shirt-baby-pink-12.webp,6,Women's Button Down Satin Silk Shirt - view 6,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587446357-satin-shirt-baby-pink-16.webp,7,Women's Button Down Satin Silk Shirt - view 7,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587450563-satin-shirt-baby-pink-19.webp,8,Women's Button Down Satin Silk Shirt - view 8,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587535140-satin-shirt-black-13.webp,9,Women's Button Down Satin Silk Shirt - view 9,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587523834-satin-shirt-black-5.webp,10,Women's Button Down Satin Silk Shirt - view 10,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587515597-satin-shirt-black-1.webp,11,Women's Button Down Satin Silk Shirt - view 11,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587532811-satin-shirt-black-10.webp,12,Women's Button Down Satin Silk Shirt - view 12,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587521657-satin-shirt-black-3.webp,13,Women's Button Down Satin Silk Shirt - view 13,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587526500-satin-shirt-black-7.webp,14,Women's Button Down Satin Silk Shirt - view 14,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587529327-satin-shirt-black-8.webp,15,Women's Button Down Satin Silk Shirt - view 15,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587602641-satin-shirt-black-14.webp,16,Women's Button Down Satin Silk Shirt - view 16,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587581573-satin-shirt-green-1.webp,17,Women's Button Down Satin Silk Shirt - view 17,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587592547-satin-shirt-green-3.webp,18,Women's Button Down Satin Silk Shirt - view 18,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587590100-satin-shirt-green-2.webp,19,Women's Button Down Satin Silk Shirt - view 19,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587599433-satin-shirt-green-5.webp,20,Women's Button Down Satin Silk Shirt - view 20,,,,,,,,,,,,,,,,,,
,womens-button-down-satin-silk-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776587595819-satin-shirt-green-4.webp,21,Women's Button Down Satin Silk Shirt - view 21,,,,,,,,,,,,,,,,,,
Women's Button-Down Oxford Shirt,womens-button-down-oxford-shirt,"A wardrobe essential reimagined with effortless style, this relaxed oxford shirt delivers timeless appeal in premium 100% cotton. The easy silhouette transitions seamlessly from casual weekends to polished workwear, pairing as easily with denim as it does tucked into tailored trousers. Versatile, refined, and built for everyday wear.",Solomon & Sage,Apparel & Accessories > Clothing,Tops,,TRUE,active,WRBOS-BUTT-S,810221391258,Size,S,,Color,Butter yellow,,,,,51.00,,,TRUE,,,,,,shopify,2,DENY,,g,TRUE,manual,https://d3o8u8o2i2q94t.cloudfront.net/products/1776583879130-women-s-relaxed-button-down-oxford-shirt-butter-yellow-1.webp,1,Women's Button-Down Oxford Shirt,https://d3o8u8o2i2q94t.cloudfront.net/products/1776583879130-women-s-relaxed-button-down-oxford-shirt-butter-yellow-1.webp,FALSE,Women's Button-Down Oxford Shirt | Solomon & Sage,"A wardrobe essential reimagined with effortless style, this relaxed oxford shirt delivers timeless appeal in premium 100% cotton. The easy silhouette transition",Butter yellow; Sky Blue,Apparel & Accessories > Clothing,,,,,,new,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,WRBOS-SKYB-S,810221391166,,S,,,Sky Blue,,,,,51.00,,,TRUE,,,,,,shopify,2,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776584276358-women-s-relaxed-button-down-oxford-shirt-sky-blue-13.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,WRBOS-BUTT-M,810221391265,,M,,,Butter yellow,,,,,51.00,,,TRUE,,,,,,shopify,3,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776583879130-women-s-relaxed-button-down-oxford-shirt-butter-yellow-1.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,WRBOS-SKYB-M,810221391173,,M,,,Sky Blue,,,,,51.00,,,TRUE,,,,,,shopify,2,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776584276358-women-s-relaxed-button-down-oxford-shirt-sky-blue-13.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,WRBOS-BUTT-L,810221391272,,L,,,Butter yellow,,,,,51.00,,,TRUE,,,,,,shopify,4,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776583879130-women-s-relaxed-button-down-oxford-shirt-butter-yellow-1.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,WRBOS-SKYB-L,810221391180,,L,,,Sky Blue,,,,,51.00,,,TRUE,,,,,,shopify,5,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776584276358-women-s-relaxed-button-down-oxford-shirt-sky-blue-13.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,WRBOS-BUTT-XL,810221391289,,XL,,,Butter yellow,,,,,51.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776583879130-women-s-relaxed-button-down-oxford-shirt-butter-yellow-1.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,WRBOS-SKYB-XL,810221391197,,XL,,,Sky Blue,,,,,51.00,,,TRUE,,,,,,shopify,0,DENY,,g,TRUE,manual,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776584276358-women-s-relaxed-button-down-oxford-shirt-sky-blue-13.webp,FALSE,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776583887464-women-s-relaxed-button-down-oxford-shirt-butter-yellow-12.webp,2,Women's Button-Down Oxford Shirt - view 2,,,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776583894308-women-s-relaxed-button-down-oxford-shirt-butter-yellow-22.webp,3,Women's Button-Down Oxford Shirt - view 3,,,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776583884221-women-s-relaxed-button-down-oxford-shirt-butter-yellow-9.webp,4,Women's Button-Down Oxford Shirt - view 4,,,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776583885906-women-s-relaxed-button-down-oxford-shirt-butter-yellow-10.webp,5,Women's Button-Down Oxford Shirt - view 5,,,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776583888741-women-s-relaxed-button-down-oxford-shirt-butter-yellow-13.webp,6,Women's Button-Down Oxford Shirt - view 6,,,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776583890103-women-s-relaxed-button-down-oxford-shirt-butter-yellow-15.webp,7,Women's Button-Down Oxford Shirt - view 7,,,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776583891512-women-s-relaxed-button-down-oxford-shirt-butter-yellow-17.webp,8,Women's Button-Down Oxford Shirt - view 8,,,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776584194328-women-s-relaxed-button-down-oxford-shirt-butter-yellow-3.webp,9,Women's Button-Down Oxford Shirt - view 9,,,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776584276358-women-s-relaxed-button-down-oxford-shirt-sky-blue-13.webp,10,Women's Button-Down Oxford Shirt - view 10,,,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776584264120-women-s-relaxed-button-down-oxford-shirt-sky-blue-2.webp,11,Women's Button-Down Oxford Shirt - view 11,,,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776584260978-women-s-relaxed-button-down-oxford-shirt-sky-blue-1.webp,12,Women's Button-Down Oxford Shirt - view 12,,,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776584280415-women-s-relaxed-button-down-oxford-shirt-sky-blue-17.webp,13,Women's Button-Down Oxford Shirt - view 13,,,,,,,,,,,,,,,,,,
,womens-button-down-oxford-shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://d3o8u8o2i2q94t.cloudfront.net/products/1776584269465-women-s-relaxed-button-down-oxford-shirt-sky-blue-6.webp,14,Women's Button-Down Oxford Shirt - view 14,,,,,,,,,,,,,,,,,,
